age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,promotion_usage,satisfaction_score,Cluster
26,0,36735,Bachelor,East,Regular,occasional,10543,Clothing,0,4,2
31,0,15711,College,West,Regular,frequent,4502,Electronics,1,4,0
37,0,42410,Bachelor,West,Regular,occasional,17006,Clothing,0,5,2
32,1,44067,Bachelor,East,Regular,occasional,17939,Home,0,5,2
32,1,37315,College,West,Regular,rare,13926,Clothing,0,5,2
28,1,34293,Bachelor,North,Regular,occasional,8063,Food,0,5,2
35,0,20231,College,West,Regular,rare,8028,Health,0,4,0
26,0,45261,HighSchool,East,Silver,occasional,18409,Electronics,0,6,1
31,1,31075,College,North,Regular,rare,9269,Food,0,6,2
32,0,46471,HighSchool,South,Silver,rare,16560,Home,0,6,1
29,0,31188,Bachelor,East,Regular,rare,12926,Electronics,1,6,2
33,0,25798,HighSchool,East,Silver,rare,10056,Clothing,0,5,3
38,1,14763,Bachelor,East,Regular,occasional,5546,Books,1,7,0
32,0,23532,Bachelor,North,Silver,rare,8748,Clothing,0,3,3
35,0,8235,College,South,Silver,frequent,2789,Health,1,5,3
33,0,15244,Bachelor,East,Gold,rare,4700,Books,0,6,4
31,0,28985,Bachelor,East,Silver,occasional,10124,Health,1,5,1
22,1,24119,College,North,Regular,rare,8747,Books,0,7,0
36,1,38667,College,East,Regular,occasional,13731,Health,0,6,2
26,1,34015,College,South,Regular,frequent,11597,Electronics,0,5,2
29,1,38956,Bachelor,South,Silver,occasional,15338,Books,0,5,1
33,0,43686,College,West,Regular,occasional,15747,Food,0,5,2
40,0,35470,Masters,East,Regular,occasional,11866,Clothing,0,4,2
34,0,48835,Bachelor,West,Regular,occasional,17760,Electronics,0,5,2
31,0,40210,HighSchool,West,Silver,rare,13646,Clothing,1,5,1
26,0,37715,HighSchool,East,Regular,rare,13973,Home,0,5,2
28,0,29895,Bachelor,East,Regular,frequent,10843,Electronics,0,5,2
39,0,5817,College,North,Regular,frequent,1939,Electronics,0,6,0
23,0,8750,Bachelor,East,Gold,occasional,2914,Electronics,0,6,4
29,0,26970,Bachelor,North,Regular,occasional,9611,Clothing,0,5,0
35,0,46757,HighSchool,East,Regular,frequent,14565,Electronics,0,7,2
28,1,48376,Masters,South,Regular,frequent,18728,Books,0,4,2
24,1,13860,Bachelor,East,Silver,rare,4760,Beauty,0,6,3
26,0,49620,Masters,North,Regular,occasional,16692,Electronics,0,3,2
30,1,45765,Masters,North,Regular,frequent,17567,Books,0,4,2
37,0,45874,College,North,Regular,rare,17302,Health,0,4,2
28,1,44692,Masters,East,Gold,frequent,12407,Health,0,4,4
35,1,9609,HighSchool,East,Silver,occasional,3147,Electronics,1,4,3
37,0,42858,HighSchool,North,Silver,frequent,15553,Food,0,4,1
34,0,8899,Masters,West,Regular,rare,3220,Health,1,5,0
30,1,27537,Masters,East,Gold,occasional,10609,Electronics,1,4,4
37,0,44287,College,West,Gold,occasional,15873,Home,0,6,4
21,0,14025,Bachelor,East,Silver,rare,4985,Books,1,2,3
26,1,17384,College,West,Regular,rare,5274,Clothing,0,5,0
30,1,7555,Masters,East,Regular,occasional,2240,Electronics,0,4,0
29,0,20521,HighSchool,West,Regular,occasional,8090,Home,0,4,0
22,0,9505,College,South,Regular,frequent,3270,Food,1,6,0
32,0,37459,Bachelor,West,Regular,occasional,13879,Clothing,1,3,2
35,1,21951,College,East,Regular,rare,7443,Electronics,0,5,0
27,1,48843,College,South,Regular,frequent,15431,Electronics,0,6,2
35,1,24045,Masters,East,Silver,rare,7562,Clothing,0,5,3
37,1,17152,Bachelor,West,Silver,rare,6766,Beauty,0,4,3
29,1,40761,Bachelor,West,Silver,occasional,17029,Food,0,4,1
31,1,23123,College,East,Regular,rare,7992,Health,1,5,0
29,0,5148,Bachelor,West,Silver,frequent,1646,Health,0,5,3
23,1,42106,HighSchool,East,Silver,rare,15619,Electronics,1,7,1
29,0,46981,College,East,Regular,occasional,17386,Electronics,0,5,2
31,1,11815,Bachelor,West,Silver,rare,3151,Clothing,1,7,3
29,1,46069,College,North,Silver,occasional,16973,Electronics,0,5,1
36,1,44437,HighSchool,South,Gold,rare,18844,Food,0,4,4
36,0,10078,College,North,Regular,rare,3111,Electronics,0,4,0
36,0,35975,College,South,Regular,frequent,16419,Electronics,0,4,2
25,1,25091,College,North,Regular,rare,8281,Electronics,1,4,0
31,0,27501,College,South,Silver,frequent,9613,Health,1,6,3
23,0,49442,HighSchool,North,Gold,rare,13041,Books,0,4,4
25,1,38855,HighSchool,South,Silver,occasional,10204,Electronics,0,5,1
27,1,14188,College,East,Silver,rare,4784,Clothing,1,5,3
31,1,45063,HighSchool,South,Gold,rare,17732,Food,1,5,4
38,1,29510,College,South,Regular,frequent,12340,Books,0,5,2
31,1,46094,Bachelor,East,Regular,frequent,14350,Health,1,5,2
35,0,43988,Masters,West,Regular,rare,13620,Books,0,4,2
36,0,33587,Masters,South,Regular,rare,11103,Clothing,1,5,2
28,0,47111,Bachelor,West,Regular,rare,19865,Clothing,1,6,2
26,0,40516,Bachelor,East,Regular,rare,12148,Books,0,5,2
30,1,5843,Bachelor,West,Silver,rare,1948,Electronics,0,6,3
23,1,16377,College,East,Regular,rare,4588,Home,0,7,0
34,0,45379,College,East,Regular,rare,19936,Health,0,5,2
28,0,32577,HighSchool,West,Silver,occasional,12365,Electronics,0,5,1
28,0,27484,HighSchool,North,Gold,frequent,8548,Food,1,6,4
33,1,43266,HighSchool,East,Silver,rare,19837,Books,0,7,1
34,0,45743,Masters,North,Silver,frequent,15844,Books,1,5,1
30,0,49181,HighSchool,South,Regular,occasional,14468,Electronics,0,4,2
30,0,32243,HighSchool,West,Gold,occasional,7830,Clothing,0,6,4
27,0,12000,College,North,Regular,frequent,3352,Clothing,0,4,0
30,0,19174,HighSchool,South,Gold,rare,7917,Electronics,0,3,4
24,1,34193,College,North,Gold,rare,12894,Food,0,5,4
29,0,47440,College,East,Regular,occasional,12726,Health,1,4,2
29,1,34902,College,West,Silver,frequent,14179,Health,0,3,1
32,1,24424,College,South,Silver,rare,7533,Food,0,6,3
32,1,20195,College,West,Regular,rare,4686,Food,0,7,0
27,0,25452,Masters,East,Regular,frequent,8328,Food,0,4,0
30,0,27046,Bachelor,West,Regular,rare,10372,Clothing,0,4,0
38,1,16304,College,West,Silver,rare,6412,Clothing,0,3,3
35,0,15433,HighSchool,South,Regular,occasional,5662,Health,0,6,0
38,1,32734,College,South,Regular,occasional,11516,Beauty,0,6,2
30,1,21271,Bachelor,East,Regular,frequent,8463,Electronics,0,4,0
30,0,12300,Bachelor,West,Silver,frequent,5104,Clothing,1,6,3
33,1,47065,College,West,Regular,rare,14646,Books,0,7,2
32,0,20870,College,South,Regular,rare,7609,Health,0,6,0
34,0,35253,College,South,Regular,rare,13491,Clothing,1,5,2
37,1,33811,Bachelor,South,Regular,rare,12542,Books,0,3,2
30,1,49974,College,East,Silver,occasional,15428,Electronics,0,4,1
32,1,46484,Bachelor,South,Silver,rare,13646,Food,1,4,1
25,1,8235,College,North,Regular,occasional,2383,Books,1,4,0
31,0,16786,Masters,West,Silver,frequent,4518,Clothing,0,4,3
35,0,46204,HighSchool,South,Silver,rare,17362,Electronics,0,6,1
26,0,7630,College,East,Silver,frequent,2562,Electronics,0,5,3
32,0,47128,College,South,Regular,frequent,14425,Electronics,1,6,2
28,0,8413,Bachelor,East,Gold,frequent,2808,Electronics,0,6,4
28,0,44904,Bachelor,West,Gold,frequent,17022,Electronics,0,7,4
35,1,14258,College,East,Gold,rare,4971,Electronics,1,4,4
32,0,46584,Bachelor,South,Regular,frequent,17883,Health,1,4,2
27,0,28297,College,East,Regular,rare,7496,Books,0,5,2
30,1,10942,Masters,East,Silver,occasional,3351,Clothing,0,5,3
33,0,9712,College,South,Regular,rare,3523,Clothing,0,3,0
35,1,30149,College,East,Regular,occasional,10431,Electronics,0,5,2
29,0,47059,Bachelor,South,Silver,rare,15287,Home,0,3,1
27,1,17951,Bachelor,West,Silver,frequent,7713,Electronics,1,5,3
37,1,32940,Masters,East,Silver,frequent,11763,Beauty,1,4,1
31,0,37003,HighSchool,West,Silver,occasional,12305,Books,0,5,1
36,1,45689,Bachelor,South,Regular,occasional,15902,Books,1,5,2
22,1,32228,College,West,Silver,frequent,11463,Electronics,0,5,1
33,0,27342,HighSchool,South,Regular,occasional,9889,Electronics,0,5,0
28,1,6298,College,South,Regular,frequent,2109,Clothing,1,4,0
35,0,26502,College,South,Regular,rare,11656,Books,0,5,0
23,1,39595,HighSchool,North,Gold,frequent,10488,Home,0,4,4
34,1,39565,Bachelor,West,Silver,frequent,13539,Clothing,1,5,1
31,0,48518,College,West,Regular,occasional,18843,Clothing,0,3,2
27,1,37066,College,East,Silver,rare,14218,Books,0,4,1
27,1,13207,Bachelor,West,Regular,occasional,5909,Electronics,0,5,0
35,1,5131,Bachelor,West,Silver,rare,1892,Health,0,6,3
32,0,40371,College,North,Regular,rare,20576,Electronics,0,4,2
28,1,41420,HighSchool,West,Regular,frequent,11589,Beauty,1,4,2
36,0,5595,Bachelor,West,Regular,rare,2110,Books,0,6,0
29,1,29742,College,North,Silver,rare,8436,Health,1,3,1
29,1,36186,Masters,East,Gold,occasional,12520,Clothing,0,5,4
26,0,25139,College,South,Silver,frequent,9489,Books,0,4,3
34,1,46047,HighSchool,East,Regular,occasional,18163,Electronics,0,5,2
31,0,20972,College,North,Regular,rare,10355,Books,0,6,0
30,1,23769,Masters,North,Regular,occasional,9358,Health,0,4,0
30,1,27967,College,West,Regular,occasional,10403,Health,0,4,2
32,1,25369,College,East,Regular,rare,8409,Food,0,7,0
18,0,21391,College,West,Regular,rare,7230,Health,0,6,0
35,1,15400,Bachelor,South,Regular,occasional,5811,Electronics,0,4,0
28,0,29374,College,North,Silver,rare,11250,Home,0,6,1
33,0,17612,College,South,Gold,rare,7121,Clothing,0,7,4
36,1,13597,Bachelor,South,Regular,frequent,4058,Electronics,1,5,0
33,1,36594,Masters,East,Gold,frequent,13847,Electronics,0,4,4
34,1,48129,College,South,Regular,rare,14269,Clothing,1,7,2
26,0,36977,Masters,North,Gold,occasional,14078,Electronics,1,4,4
29,1,18151,Bachelor,North,Silver,occasional,7486,Electronics,1,5,3
28,1,42276,HighSchool,East,Gold,frequent,16235,Health,0,4,4
32,1,6927,Bachelor,East,Regular,rare,2371,Health,0,3,0
30,1,9195,Masters,South,Regular,rare,3557,Electronics,0,5,0
34,0,28343,Bachelor,North,Regular,rare,9663,Home,0,5,2
41,0,24311,HighSchool,West,Regular,rare,9228,Electronics,0,7,0
24,1,47648,College,South,Regular,rare,15406,Food,0,3,2
33,1,29247,HighSchool,East,Regular,frequent,8425,Electronics,0,5,2
29,0,21452,College,North,Silver,frequent,6499,Clothing,1,4,3
32,0,32686,College,South,Regular,frequent,10238,Books,0,5,2
31,0,47959,Masters,North,Regular,rare,11498,Clothing,0,6,2
27,1,8386,Bachelor,West,Silver,frequent,2512,Food,0,5,3
32,1,32258,College,West,Regular,rare,11705,Health,1,3,2
30,0,28951,Bachelor,West,Regular,occasional,9107,Clothing,0,4,2
38,0,22055,Masters,East,Regular,rare,7181,Electronics,1,5,0
27,1,30185,Masters,West,Regular,frequent,12739,Food,0,5,2
28,0,23560,Masters,West,Regular,rare,8082,Electronics,0,5,0
30,0,46089,Bachelor,North,Regular,occasional,16378,Electronics,1,5,2
22,1,30568,HighSchool,East,Regular,occasional,10051,Electronics,0,7,2
34,1,25386,HighSchool,South,Regular,rare,10690,Books,0,6,0
27,0,35750,Bachelor,West,Regular,rare,13906,Food,0,4,2
36,0,12484,HighSchool,South,Silver,rare,3813,Electronics,0,4,3
25,1,22380,Bachelor,South,Regular,rare,6715,Clothing,0,5,0
39,0,33296,Bachelor,South,Regular,rare,10692,Health,0,4,2
35,1,46492,College,West,Regular,rare,14929,Food,0,5,2
26,1,34159,HighSchool,South,Regular,frequent,13994,Food,0,5,2
28,0,28472,HighSchool,North,Silver,occasional,11558,Clothing,0,4,1
31,0,33465,Bachelor,North,Regular,frequent,13167,Food,0,4,2
24,0,29722,Bachelor,West,Regular,rare,12202,Clothing,1,6,2
26,0,33460,College,North,Regular,frequent,10902,Beauty,0,6,2
36,1,29906,College,West,Regular,occasional,7922,Electronics,0,6,2
26,0,40806,College,West,Regular,rare,13977,Health,1,3,2
32,1,6924,Bachelor,East,Gold,rare,2499,Electronics,0,5,4
31,1,27090,College,South,Silver,rare,10601,Clothing,0,5,3
31,1,42213,Bachelor,West,Regular,rare,13960,Home,0,3,2
37,0,47378,College,South,Regular,frequent,16176,Health,0,4,2
38,0,14474,Bachelor,North,Regular,rare,4485,Electronics,1,6,0
31,1,29216,Bachelor,East,Regular,occasional,9911,Beauty,0,5,2
32,1,46275,HighSchool,East,Regular,rare,15866,Food,1,6,2
33,1,37892,College,East,Regular,rare,14641,Electronics,0,4,2
27,1,28198,College,East,Silver,frequent,9206,Clothing,0,6,1
43,0,32824,Masters,West,Regular,occasional,10443,Food,0,5,2
28,1,35582,HighSchool,North,Gold,occasional,11634,Food,0,4,4
42,1,42718,HighSchool,West,Silver,rare,16400,Clothing,0,4,1
35,1,45038,Masters,South,Regular,rare,15661,Clothing,0,5,2
26,0,37038,Bachelor,East,Silver,rare,12909,Electronics,1,5,1
31,0,22036,HighSchool,West,Regular,rare,7566,Clothing,0,4,0
33,0,7343,Bachelor,South,Regular,rare,2894,Clothing,1,5,0
30,1,8186,College,West,Silver,frequent,2999,Food,0,7,3
32,1,46224,Bachelor,East,Regular,rare,17837,Clothing,0,7,2
27,1,40852,College,West,Regular,rare,12690,Books,0,5,2
26,0,33585,College,West,Regular,rare,12391,Electronics,0,6,2
29,0,6772,College,East,Regular,rare,2652,Health,0,5,0
36,0,17180,College,East,Regular,occasional,4243,Home,0,6,0
32,0,47796,College,South,Regular,rare,18166,Electronics,0,6,2
32,0,30735,College,North,Silver,frequent,13536,Food,0,5,1
30,1,24586,College,South,Silver,frequent,8134,Clothing,0,5,3
30,1,29991,College,South,Silver,rare,9803,Clothing,0,3,1
29,1,44488,College,East,Regular,occasional,14700,Electronics,1,6,2
29,1,17589,College,East,Gold,frequent,5588,Clothing,0,6,4
29,1,38634,College,South,Silver,frequent,14650,Electronics,0,5,1
33,0,13704,College,East,Regular,rare,4890,Clothing,0,6,0
22,1,43935,Bachelor,North,Regular,occasional,15288,Clothing,0,6,2
25,0,11915,Bachelor,South,Regular,occasional,4005,Clothing,0,5,0
33,0,39529,College,East,Gold,rare,14359,Books,1,7,4
27,1,23383,College,South,Regular,rare,8024,Electronics,0,6,0
37,1,41059,HighSchool,West,Regular,rare,16786,Food,1,5,2
27,1,39449,College,West,Silver,occasional,12649,Health,0,7,1
30,0,46293,Masters,West,Gold,frequent,15579,Health,0,6,4
25,0,19997,College,East,Regular,rare,7761,Electronics,0,5,0
31,0,8236,College,East,Silver,occasional,3323,Clothing,0,4,3
20,0,7127,College,East,Silver,frequent,2655,Food,0,3,3
37,1,39597,Masters,South,Regular,rare,10780,Electronics,0,6,2
30,0,38263,HighSchool,North,Gold,occasional,18059,Books,1,5,4
28,0,48762,HighSchool,East,Regular,rare,19156,Electronics,0,5,2
45,0,29043,Bachelor,West,Regular,frequent,8719,Clothing,0,4,2
34,1,12141,Bachelor,South,Silver,frequent,3211,Clothing,0,6,3
31,1,44146,College,West,Regular,occasional,14471,Clothing,0,4,2
26,0,37617,HighSchool,West,Silver,occasional,10404,Books,0,7,1
35,1,11234,College,East,Silver,occasional,3202,Books,0,4,3
28,0,28052,College,West,Regular,frequent,8902,Books,1,3,2
15,1,42955,Masters,South,Silver,occasional,17716,Beauty,1,4,1
33,0,49849,Bachelor,South,Regular,occasional,19334,Health,0,3,2
33,0,28013,College,East,Silver,occasional,9412,Beauty,0,6,1
21,1,24093,HighSchool,South,Regular,rare,8495,Electronics,0,4,0
38,0,37874,Bachelor,West,Silver,rare,13630,Clothing,0,4,1
29,0,12854,Bachelor,North,Regular,occasional,3771,Books,0,5,0
23,0,6030,College,North,Regular,rare,2362,Books,0,5,0
22,1,33637,College,North,Regular,rare,12317,Clothing,0,5,2
31,0,23786,Bachelor,East,Regular,frequent,7910,Clothing,0,6,0
27,1,22400,HighSchool,South,Regular,rare,9587,Beauty,0,5,0
31,0,45380,Masters,West,Regular,rare,15489,Health,1,7,2
28,1,30968,Masters,North,Silver,occasional,9432,Electronics,0,6,1
34,1,14483,HighSchool,West,Regular,occasional,4661,Clothing,0,4,0
27,1,48076,Masters,North,Regular,rare,15547,Beauty,1,5,2
34,0,28928,Bachelor,East,Regular,rare,10519,Clothing,1,5,2
27,0,41991,HighSchool,West,Silver,frequent,13650,Health,1,5,1
33,0,40830,Bachelor,North,Regular,rare,12836,Food,1,3,2
39,1,29716,HighSchool,East,Silver,rare,6153,Health,0,6,1
34,0,29839,HighSchool,South,Regular,rare,10520,Clothing,1,4,2
30,1,37528,College,West,Regular,frequent,13990,Food,0,6,2
26,0,26971,Bachelor,North,Silver,rare,8541,Clothing,0,6,3
20,0,7196,HighSchool,East,Regular,occasional,3130,Health,0,6,0
28,1,20724,HighSchool,South,Regular,occasional,7755,Electronics,0,5,0
33,1,39388,College,East,Silver,rare,13529,Clothing,1,4,1
30,0,5426,Bachelor,South,Regular,frequent,1525,Beauty,1,5,0
27,1,44846,Bachelor,West,Gold,rare,15256,Home,0,4,4
30,0,13626,Masters,East,Silver,occasional,4104,Health,0,6,3
32,1,28296,College,North,Regular,rare,9891,Food,1,5,2
35,0,24532,College,East,Silver,frequent,7740,Electronics,0,5,3
33,0,42108,Masters,East,Regular,rare,14772,Health,0,5,2
25,1,13366,Bachelor,South,Regular,rare,3794,Clothing,0,5,0
32,1,25874,Bachelor,West,Silver,occasional,9093,Food,1,6,3
27,0,26548,College,North,Silver,frequent,11355,Beauty,0,5,3
30,0,45461,Bachelor,East,Gold,rare,16665,Clothing,0,5,4
33,0,34586,College,West,Silver,rare,10653,Clothing,0,5,1
30,1,25940,Bachelor,South,Regular,occasional,9389,Food,0,4,0
25,0,10188,Bachelor,East,Regular,rare,3503,Electronics,0,7,0
33,1,29312,HighSchool,North,Gold,rare,9767,Beauty,0,3,4
30,1,44819,HighSchool,North,Silver,rare,17317,Books,1,5,1
29,0,16144,College,West,Silver,occasional,7392,Clothing,1,5,3
29,1,16460,College,East,Silver,occasional,6254,Electronics,1,6,3
23,1,32959,College,East,Regular,frequent,12449,Electronics,0,4,2
31,1,38301,Masters,West,Regular,rare,14743,Electronics,0,6,2
29,1,38085,Bachelor,South,Gold,occasional,12759,Electronics,1,5,4
29,0,19406,Bachelor,South,Regular,frequent,6116,Electronics,1,6,0
24,1,20731,Masters,South,Regular,occasional,5836,Books,1,6,0
32,1,31529,HighSchool,East,Regular,rare,9290,Beauty,0,6,2
28,0,42034,College,North,Silver,occasional,12013,Clothing,0,5,1
39,1,10538,College,North,Silver,rare,3362,Books,0,6,3
31,1,10468,College,East,Regular,rare,3542,Clothing,0,5,0
30,0,26236,HighSchool,North,Regular,rare,9966,Electronics,0,6,0
33,1,39819,College,East,Silver,frequent,14986,Electronics,0,5,1
32,1,14844,Bachelor,North,Gold,frequent,5549,Books,0,5,4
32,0,12624,HighSchool,South,Regular,occasional,4627,Food,1,2,0
33,1,46750,College,South,Regular,rare,19802,Clothing,0,7,2
34,0,44777,HighSchool,East,Gold,occasional,19582,Health,1,5,4
42,1,32499,College,West,Silver,occasional,10024,Electronics,0,5,1
31,1,31181,Masters,West,Regular,occasional,9566,Books,0,4,2
22,0,38725,College,East,Regular,rare,13936,Clothing,0,5,2
33,1,43232,College,West,Silver,rare,14099,Clothing,0,6,1
22,0,33578,Bachelor,East,Regular,rare,12892,Health,0,5,2
32,1,37030,Bachelor,North,Silver,occasional,8220,Electronics,1,6,1
28,1,22459,Bachelor,West,Silver,rare,7856,Books,0,5,3
29,0,43542,Bachelor,North,Regular,occasional,18173,Food,0,6,2
31,1,26108,Bachelor,West,Regular,occasional,8294,Home,1,6,0
29,1,43257,HighSchool,East,Gold,rare,17143,Electronics,1,5,4
21,1,46037,HighSchool,East,Regular,rare,18093,Clothing,0,4,2
35,1,12404,College,North,Regular,rare,3433,Food,0,6,0
29,0,44030,Bachelor,East,Regular,frequent,21669,Books,0,4,2
25,0,45650,Bachelor,West,Regular,frequent,15303,Food,1,4,2
31,1,12680,College,South,Gold,rare,3495,Clothing,1,6,4
31,1,19228,College,North,Regular,rare,6419,Health,0,5,0
26,1,44314,Masters,South,Silver,frequent,14452,Clothing,0,6,1
31,1,19193,College,South,Regular,rare,5980,Electronics,0,6,0
31,1,9342,HighSchool,West,Silver,occasional,3598,Food,0,7,3
38,1,10094,College,East,Gold,occasional,3587,Electronics,1,5,4
32,1,38392,Bachelor,West,Regular,rare,16453,Home,1,5,2
33,0,41156,College,North,Regular,frequent,14338,Clothing,0,6,2
29,0,27615,Bachelor,West,Gold,rare,10452,Clothing,0,5,4
31,0,49533,College,North,Regular,frequent,17860,Electronics,0,5,2
20,0,20759,HighSchool,East,Regular,frequent,8123,Electronics,0,6,0
24,1,10832,Masters,South,Silver,frequent,3645,Beauty,1,3,3
37,1,13525,HighSchool,West,Regular,occasional,2565,Books,1,4,0
27,1,19770,Bachelor,North,Regular,frequent,6823,Electronics,0,6,0
29,0,42475,College,West,Regular,frequent,13034,Electronics,1,4,2
34,1,47592,HighSchool,East,Silver,rare,16680,Electronics,0,5,1
26,0,32386,HighSchool,East,Silver,frequent,10152,Books,0,3,1
29,0,44490,Bachelor,West,Regular,occasional,16196,Electronics,0,3,2
22,0,11846,Bachelor,West,Regular,occasional,4370,Food,0,6,0
28,1,13151,College,West,Silver,occasional,4527,Home,0,4,3
20,1,39990,College,East,Regular,rare,15676,Electronics,0,6,2
22,1,35097,College,East,Silver,frequent,11162,Electronics,1,3,1
24,1,47076,College,East,Silver,rare,18493,Electronics,0,4,1
33,0,39311,Masters,West,Regular,rare,13709,Books,1,5,2
28,1,6565,College,North,Silver,occasional,2374,Electronics,0,6,3
32,1,27348,College,East,Regular,occasional,7151,Health,0,5,0
34,0,37463,Masters,North,Silver,frequent,15104,Clothing,1,5,1
32,1,48559,College,West,Silver,rare,17189,Electronics,0,5,1
29,0,28845,Bachelor,East,Regular,frequent,11487,Clothing,0,5,2
27,0,12510,College,North,Regular,rare,4666,Books,1,6,0
37,1,40349,HighSchool,West,Regular,rare,13971,Electronics,1,4,2
35,1,7800,College,North,Regular,occasional,2849,Health,0,6,0
31,0,46979,HighSchool,North,Regular,rare,18131,Food,1,6,2
29,0,26924,HighSchool,East,Regular,frequent,8681,Beauty,0,8,0
28,1,9796,Bachelor,West,Silver,frequent,3230,Clothing,0,5,3
35,1,25750,College,East,Regular,frequent,10121,Food,0,7,0
28,1,18996,HighSchool,East,Regular,rare,7363,Food,1,5,0
28,1,37491,HighSchool,East,Regular,rare,14211,Clothing,0,5,2
24,0,7739,HighSchool,West,Regular,rare,2972,Home,1,6,0
23,0,40942,College,West,Silver,rare,14996,Health,1,5,1
31,0,42324,Masters,South,Regular,occasional,13800,Clothing,0,6,2
29,1,10158,College,South,Regular,frequent,2338,Home,0,4,0
35,1,8101,College,North,Regular,occasional,2784,Electronics,0,2,0
37,0,16538,Bachelor,West,Silver,rare,4823,Books,0,5,3
32,1,18258,College,South,Silver,rare,6719,Clothing,0,5,3
33,1,45239,HighSchool,West,Silver,occasional,16591,Health,0,5,1
22,0,21315,College,West,Silver,occasional,7536,Electronics,0,5,3
23,1,39877,Masters,North,Regular,rare,14771,Electronics,1,5,2
35,0,27400,HighSchool,West,Regular,rare,11579,Food,0,6,0
25,1,21924,Bachelor,North,Regular,frequent,8938,Home,0,8,0
30,0,14919,College,South,Silver,rare,5449,Beauty,0,6,3
32,0,44663,College,East,Silver,rare,15319,Electronics,0,5,1
30,1,25502,Bachelor,East,Regular,occasional,8341,Electronics,1,6,0
29,0,32297,College,West,Regular,occasional,14916,Electronics,1,7,2
26,1,34509,College,West,Regular,frequent,11214,Electronics,1,5,2
32,1,42510,Bachelor,East,Regular,rare,16860,Beauty,0,4,2
34,0,25950,Masters,East,Silver,frequent,5008,Electronics,1,5,3
40,1,38588,HighSchool,East,Regular,rare,12933,Health,0,5,2
35,1,28655,College,West,Regular,occasional,9740,Electronics,0,4,2
40,1,27724,HighSchool,North,Regular,frequent,10043,Books,0,3,2
28,1,38400,Bachelor,South,Gold,rare,14605,Food,0,4,4
27,1,46284,HighSchool,West,Silver,frequent,18878,Clothing,0,4,1
39,1,38342,College,East,Silver,frequent,16316,Home,0,5,1
34,1,48709,College,East,Gold,occasional,17692,Electronics,0,6,4
31,1,46368,College,West,Regular,occasional,16730,Electronics,0,7,2
31,0,34576,Bachelor,East,Regular,rare,10761,Books,0,7,2
33,1,20575,College,East,Gold,occasional,6774,Electronics,0,6,4
36,0,34595,College,North,Silver,rare,15841,Electronics,1,5,1
37,0,37782,Bachelor,East,Regular,rare,13495,Electronics,1,6,2
28,0,30695,College,South,Silver,frequent,9508,Home,0,4,1
23,0,6936,Masters,North,Gold,rare,2569,Electronics,0,3,4
31,0,8513,HighSchool,East,Regular,frequent,3623,Home,0,5,0
30,0,13479,College,West,Silver,rare,4009,Electronics,1,5,3
29,1,33587,College,East,Regular,rare,10847,Clothing,1,5,2
41,0,17649,Bachelor,West,Regular,frequent,7364,Home,1,6,0
26,0,10973,Bachelor,West,Gold,rare,4483,Books,1,5,4
31,1,8101,HighSchool,East,Silver,occasional,2357,Electronics,0,5,3
30,1,37691,Bachelor,South,Silver,occasional,12031,Electronics,0,3,1
30,1,33196,Bachelor,East,Silver,occasional,12272,Books,1,5,1
30,0,15275,HighSchool,West,Regular,rare,5601,Books,0,5,0
28,1,25720,Bachelor,South,Regular,occasional,6624,Health,0,5,0
20,0,23114,HighSchool,South,Regular,rare,7130,Beauty,0,6,0
33,0,11079,College,North,Silver,occasional,3814,Electronics,0,4,3
22,1,20344,College,East,Silver,rare,7129,Health,0,5,3
31,0,31688,College,East,Silver,occasional,13929,Electronics,0,4,1
33,1,30587,College,East,Regular,rare,14209,Electronics,1,4,2
29,1,30426,College,East,Regular,rare,12702,Clothing,0,6,2
32,1,23233,College,West,Regular,frequent,7751,Electronics,0,5,0
36,0,39788,College,West,Regular,rare,12036,Books,0,5,2
30,1,10259,College,East,Silver,occasional,4123,Books,1,6,3
22,0,34593,HighSchool,West,Silver,occasional,12774,Clothing,0,5,1
29,1,24734,HighSchool,East,Regular,occasional,8859,Food,0,6,0
38,1,42557,Masters,East,Regular,rare,12218,Beauty,0,3,2
30,1,18654,HighSchool,South,Silver,frequent,7564,Health,0,4,3
34,0,43962,Masters,North,Silver,rare,17779,Clothing,0,4,1
30,1,16818,College,South,Regular,rare,5872,Electronics,0,6,0
30,1,48212,HighSchool,West,Regular,rare,12999,Food,0,5,2
26,1,43320,College,East,Regular,frequent,14020,Electronics,0,5,2
30,0,34349,Masters,East,Silver,frequent,12582,Electronics,0,6,1
34,0,45137,Bachelor,East,Regular,frequent,11648,Electronics,0,6,2
30,0,42081,College,East,Silver,rare,16636,Food,1,4,1
29,0,28474,College,West,Gold,frequent,11432,Electronics,0,5,4
32,1,37328,Bachelor,East,Regular,rare,14247,Clothing,0,4,2
17,0,28924,Bachelor,West,Regular,occasional,11146,Food,1,4,2
33,0,47313,Masters,North,Regular,frequent,14484,Clothing,0,4,2
29,0,46322,HighSchool,South,Regular,occasional,16852,Beauty,0,5,2
35,0,7545,Bachelor,West,Silver,rare,2767,Home,1,6,3
43,1,33232,Bachelor,North,Regular,frequent,12664,Books,0,6,2
33,1,33318,College,West,Regular,rare,10603,Electronics,1,3,2
22,0,42063,HighSchool,South,Regular,occasional,16278,Electronics,0,7,2
